"","long","lat","rich"
"396",-61.1844955846653,-11.9529812948458,145
"397",-59.6745491714875,-11.9529812948458,144
"398",-58.1646027583097,-11.9529812948458,144
"399",-56.6546563451319,-11.9529812948458,127
"400",-55.144709931954,-11.9529812948458,131
"401",-53.6347635187762,-11.9529812948458,129
"402",-52.1248171055984,-11.9529812948458,126
"403",-50.6148706924206,-11.9529812948458,130
"404",-49.1049242792428,-11.9529812948458,127
"405",-47.5949778660649,-11.9529812948458,120
"406",-46.0850314528871,-11.9529812948458,128
"407",-44.5750850397093,-11.9529812948458,129
"408",-43.0651386265315,-11.9529812948458,131
"409",-41.5551922133536,-11.9529812948458,128
"410",-40.0452458001758,-11.9529812948458,131
"411",-38.535299386998,-11.9529812948458,142
"412",-77.0389329230325,-10.6453293426806,86
"413",-75.5289865098547,-10.6453293426806,182
"414",-74.0190400966768,-10.6453293426806,207
"415",-72.509093683499,-10.6453293426806,213
"416",-70.9991472703212,-10.6453293426806,206
"417",-69.4892008571434,-10.6453293426806,199
"418",-67.9792544439655,-10.6453293426806,189
"419",-66.4693080307877,-10.6453293426806,179
"420",-64.9593616176099,-10.6453293426806,164
"421",-63.4494152044321,-10.6453293426806,152
"422",-61.9394687912542,-10.6453293426806,141
"423",-60.4295223780764,-10.6453293426806,141
"424",-58.9195759648986,-10.6453293426806,142
"425",-57.4096295517208,-10.6453293426806,133
"426",-55.899683138543,-10.6453293426806,130
"427",-54.3897367253651,-10.6453293426806,127
"428",-52.8797903121873,-10.6453293426806,127
"429",-51.3698438990095,-10.6453293426806,127
"430",-49.8598974858317,-10.6453293426806,125
"431",-48.3499510726538,-10.6453293426806,120
"432",-46.840004659476,-10.6453293426806,121
"433",-45.3300582462982,-10.6453293426806,121
"434",-43.8201118331204,-10.6453293426806,128
"435",-42.3101654199426,-10.6453293426806,130
"436",-40.8002190067647,-10.6453293426806,128
"437",-39.2902725935869,-10.6453293426806,135
"438",-37.7803261804091,-10.6453293426806,168
"439",-77.7939061296214,-9.33767739051538,96
"440",-76.2839597164436,-9.33767739051538,175
"441",-74.7740133032657,-9.33767739051538,215
"442",-73.2640668900879,-9.33767739051538,209
"443",-71.7541204769101,-9.33767739051538,196
"444",-70.2441740637323,-9.33767739051538,196
"445",-68.7342276505545,-9.33767739051538,184
"446",-67.2242812373766,-9.33767739051538,184
"447",-65.7143348241988,-9.33767739051538,176
"448",-64.204388411021,-9.33767739051538,174
"449",-62.6944419978432,-9.33767739051538,151
"450",-61.1844955846653,-9.33767739051538,150
"451",-59.6745491714875,-9.33767739051538,149
"452",-58.1646027583097,-9.33767739051538,151
"453",-56.6546563451319,-9.33767739051538,139
"454",-55.144709931954,-9.33767739051538,134
"455",-53.6347635187762,-9.33767739051538,131
"456",-52.1248171055984,-9.33767739051538,127
"457",-50.6148706924206,-9.33767739051538,137
"458",-49.1049242792428,-9.33767739051538,134
"459",-47.5949778660649,-9.33767739051538,124
"460",-46.0850314528871,-9.33767739051538,121
"461",-44.5750850397093,-9.33767739051538,119
"462",-43.0651386265315,-9.33767739051538,122
"463",-41.5551922133536,-9.33767739051538,127
"464",-40.0452458001758,-9.33767739051538,127
"465",-38.535299386998,-9.33767739051538,134
"466",-37.0253529738202,-9.33767739051538,138
"467",-35.5154065606423,-9.33767739051538,159
"468",-78.5488793362103,-8.0300254383502,123
"469",-77.0389329230325,-8.0300254383502,167
"470",-75.5289865098547,-8.0300254383502,211
"471",-74.0190400966768,-8.0300254383502,211
"472",-72.509093683499,-8.0300254383502,203
"473",-70.9991472703212,-8.0300254383502,190
"474",-69.4892008571434,-8.0300254383502,185
"475",-67.9792544439655,-8.0300254383502,180
"476",-66.4693080307877,-8.0300254383502,178
"477",-64.9593616176099,-8.0300254383502,173
"478",-63.4494152044321,-8.0300254383502,176
"479",-61.9394687912542,-8.0300254383502,161
"480",-60.4295223780764,-8.0300254383502,157
"481",-58.9195759648986,-8.0300254383502,156
"482",-57.4096295517208,-8.0300254383502,144
"483",-55.899683138543,-8.0300254383502,139
"484",-54.3897367253651,-8.0300254383502,134
"485",-52.8797903121873,-8.0300254383502,135
"486",-51.3698438990095,-8.0300254383502,133
"487",-49.8598974858317,-8.0300254383502,133
"488",-48.3499510726538,-8.0300254383502,131
"489",-46.840004659476,-8.0300254383502,123
"490",-45.3300582462982,-8.0300254383502,116
"491",-43.8201118331204,-8.0300254383502,113
"492",-42.3101654199426,-8.0300254383502,118
"493",-40.8002190067647,-8.0300254383502,126
"494",-39.2902725935869,-8.0300254383502,131
"495",-37.7803261804091,-8.0300254383502,127
"496",-36.2703797672313,-8.0300254383502,131
"497",-79.3038525427992,-6.72237348618501,100
"498",-77.7939061296214,-6.72237348618501,199
"499",-76.2839597164436,-6.72237348618501,199
"500",-74.7740133032657,-6.72237348618501,209
"501",-73.2640668900879,-6.72237348618501,208
"502",-71.7541204769101,-6.72237348618501,197
"503",-70.2441740637323,-6.72237348618501,195
"504",-68.7342276505545,-6.72237348618501,181
"505",-67.2242812373766,-6.72237348618501,179
"506",-65.7143348241988,-6.72237348618501,177
"507",-64.204388411021,-6.72237348618501,180
"508",-62.6944419978432,-6.72237348618501,173
"509",-61.1844955846653,-6.72237348618501,162
"510",-59.6745491714875,-6.72237348618501,159
"511",-58.1646027583097,-6.72237348618501,159
"512",-56.6546563451319,-6.72237348618501,142
"513",-55.144709931954,-6.72237348618501,141
"514",-53.6347635187762,-6.72237348618501,139
"515",-52.1248171055984,-6.72237348618501,137
"516",-50.6148706924206,-6.72237348618501,133
"517",-49.1049242792428,-6.72237348618501,133
"518",-47.5949778660649,-6.72237348618501,128
"519",-46.0850314528871,-6.72237348618501,123
"520",-44.5750850397093,-6.72237348618501,111
"521",-43.0651386265315,-6.72237348618501,110
"522",-41.5551922133536,-6.72237348618501,118
"523",-40.0452458001758,-6.72237348618501,122
"524",-38.535299386998,-6.72237348618501,125
"525",-37.0253529738202,-6.72237348618501,120
"526",-35.5154065606423,-6.72237348618501,131
"527",-80.0588257493881,-5.41472153401982,91
"528",-78.5488793362103,-5.41472153401982,175
"529",-77.0389329230325,-5.41472153401982,206
"530",-75.5289865098547,-5.41472153401982,202
"531",-74.0190400966768,-5.41472153401982,208
"532",-72.509093683499,-5.41472153401982,202
"533",-70.9991472703212,-5.41472153401982,188
"534",-69.4892008571434,-5.41472153401982,187
"535",-67.9792544439655,-5.41472153401982,188
"536",-66.4693080307877,-5.41472153401982,178
"537",-64.9593616176099,-5.41472153401982,179
"538",-63.4494152044321,-5.41472153401982,178
"539",-61.9394687912542,-5.41472153401982,174
"540",-60.4295223780764,-5.41472153401982,174
"541",-58.9195759648986,-5.41472153401982,167
"542",-57.4096295517208,-5.41472153401982,167
"543",-55.899683138543,-5.41472153401982,151
"544",-54.3897367253651,-5.41472153401982,148
"545",-52.8797903121873,-5.41472153401982,149
"546",-51.3698438990095,-5.41472153401982,145
"547",-49.8598974858317,-5.41472153401982,151
"548",-48.3499510726538,-5.41472153401982,148
"549",-46.840004659476,-5.41472153401982,132
"550",-45.3300582462982,-5.41472153401982,128
"551",-43.8201118331204,-5.41472153401982,116
"552",-42.3101654199426,-5.41472153401982,117
"553",-40.8002190067647,-5.41472153401982,117
"554",-39.2902725935869,-5.41472153401982,115
"555",-37.7803261804091,-5.41472153401982,111
"556",-36.2703797672313,-5.41472153401982,112
"557",-80.813798955977,-4.10706958185463,125
"558",-79.3038525427992,-4.10706958185463,142
"559",-77.7939061296214,-4.10706958185463,192
"560",-76.2839597164436,-4.10706958185463,194
"561",-74.7740133032657,-4.10706958185463,203
"562",-73.2640668900879,-4.10706958185463,210
"563",-71.7541204769101,-4.10706958185463,202
"564",-70.2441740637323,-4.10706958185463,200
"565",-68.7342276505545,-4.10706958185463,177
"566",-67.2242812373766,-4.10706958185463,179
"567",-65.7143348241988,-4.10706958185463,181
"568",-64.204388411021,-4.10706958185463,182
"569",-62.6944419978432,-4.10706958185463,183
"570",-61.1844955846653,-4.10706958185463,184
"571",-59.6745491714875,-4.10706958185463,182
"572",-58.1646027583097,-4.10706958185463,181
"573",-56.6546563451319,-4.10706958185463,185
"574",-55.144709931954,-4.10706958185463,185
"575",-53.6347635187762,-4.10706958185463,163
"576",-52.1248171055984,-4.10706958185463,166
"577",-50.6148706924206,-4.10706958185463,162
"578",-49.1049242792428,-4.10706958185463,166
"579",-47.5949778660649,-4.10706958185463,149
"580",-46.0850314528871,-4.10706958185463,137
"581",-44.5750850397093,-4.10706958185463,126
"582",-43.0651386265315,-4.10706958185463,116
"583",-41.5551922133536,-4.10706958185463,115
"584",-40.0452458001758,-4.10706958185463,118
"585",-38.535299386998,-4.10706958185463,143
"586",-78.5488793362103,-2.79941762968944,210
"587",-77.0389329230325,-2.79941762968944,209
"588",-75.5289865098547,-2.79941762968944,193
"589",-74.0190400966768,-2.79941762968944,200
"590",-72.509093683499,-2.79941762968944,192
"591",-70.9991472703212,-2.79941762968944,184
"592",-69.4892008571434,-2.79941762968944,181
"593",-67.9792544439655,-2.79941762968944,181
"594",-66.4693080307877,-2.79941762968944,186
"595",-64.9593616176099,-2.79941762968944,174
"596",-63.4494152044321,-2.79941762968944,169
"597",-61.9394687912542,-2.79941762968944,187
"598",-60.4295223780764,-2.79941762968944,195
"599",-58.9195759648986,-2.79941762968944,198
"600",-57.4096295517208,-2.79941762968944,198
"601",-55.899683138543,-2.79941762968944,194
"602",-54.3897367253651,-2.79941762968944,191
"603",-52.8797903121873,-2.79941762968944,176
"604",-51.3698438990095,-2.79941762968944,175
"605",-49.8598974858317,-2.79941762968944,180
"606",-48.3499510726538,-2.79941762968944,169
"607",-46.840004659476,-2.79941762968944,148
"608",-45.3300582462982,-2.79941762968944,130
"609",-43.8201118331204,-2.79941762968944,143
"610",-42.3101654199426,-2.79941762968944,140
