"group1","group2","order","spp","agr","bm"
"mammals","eutherian mammal","rodentia","Peromyscus polionotus",0.287,5.15
"mammals","eutherian mammal","rodentia","Peromyscus truei",0.478,9.933
"mammals","eutherian mammal","rodentia","Peromyscus yucatanicus",0.44,10.301
"mammals","eutherian mammal","rodentia","Phenacomys ungava",0.55,9.933
"mammals","eutherian mammal","rodentia","Podomys floridanus",0.45,8.461
"mammals","eutherian mammal","rodentia","Psammomys obesus",1.655,54.446
"mammals","eutherian mammal","rodentia","Pseudomys australis",0.501,18.026
"mammals","eutherian mammal","rodentia","Pseudomys gracilicaudatus",0.581,25.384
"mammals","eutherian mammal","rodentia","Pseudomys higginsi",0.755,22.809
"mammals","eutherian mammal","rodentia","Pseudomys novaehollandiae",0.216,5.518
"mammals","eutherian mammal","rodentia","Rattus exulans",0.823,23.176
"mammals","eutherian mammal","rodentia","Rattus fuscipes",0.734,40.099
"mammals","eutherian mammal","rodentia","Rattus lutreolus",1.162,41.938
"mammals","eutherian mammal","rodentia","Rattus rattus",1.066,51.503
"mammals","eutherian mammal","rodentia","Reithrodontomys humulis",0.153,2.207
"mammals","eutherian mammal","rodentia","Rhabdomys pumilio",0.611,16.922
"mammals","eutherian mammal","rodentia","Sciurus carolinensis",3.659,156.349
"mammals","eutherian mammal","rodentia","Sciurus niger",5.079,282.164
"mammals","eutherian mammal","rodentia","Sciurus vulgaris",2.318,110.364
"mammals","eutherian mammal","rodentia","Sigmodon hispidus",1.318,36.42
"mammals","eutherian mammal","rodentia","Sigmodon ochrognathus",0.874,35.684
"mammals","eutherian mammal","rodentia","Spermophilus armatus",7.632,159.66
"mammals","eutherian mammal","rodentia","Spermophilus beldingi",4.672,85.716
"mammals","eutherian mammal","rodentia","Spermophilus columbianus",8.31,157.085
"mammals","eutherian mammal","rodentia","Spermophilus franklinii",8.196,259.355
"mammals","eutherian mammal","rodentia","Spermophilus lateralis ",3.236,78.726
"mammals","eutherian mammal","rodentia","Spermophilus richardsonii",7.095,126.918
"mammals","eutherian mammal","rodentia","Spermophilus tereticaudus",1.48,69.161
"mammals","eutherian mammal","rodentia","Spermophilus tridecemlineatus",1.519,64.379
"mammals","eutherian mammal","rodentia","Spermophilus undulatus",18.276,294.304
"mammals","eutherian mammal","rodentia","Sundamys muelleri ",1.323,135.012
"mammals","eutherian mammal","rodentia","Tachyoryctes ruandae",1.346,76.887
"mammals","eutherian mammal","rodentia","Tamias amoenus",0.562,19.865
"mammals","eutherian mammal","rodentia","Tamias palmeri",0.829,26.487
"mammals","eutherian mammal","rodentia","Tamias panamintinus",0.777,18.762
"mammals","eutherian mammal","rodentia","Tamias quadrivittatus",0.657,27.591
"mammals","eutherian mammal","rodentia","Tamias townsendii ",1.188,35.684
"mammals","eutherian mammal","rodentia","Tamiasciurus hudsonicus",1.518,70.265
"mammals","eutherian mammal","rodentia","Tatera brantsii",1.718,36.788
"mammals","eutherian mammal","rodentia","Tatera indica",0.618,25.752
"mammals","eutherian mammal","rodentia","Thomomys talpoides",2.205,35.684
"mammals","eutherian mammal","rodentia","Tylomys nudicaudus",3.535,112.939
"mammals","eutherian mammal","rodentia","Zelotomys woosnami",1.289,18.394
"mammals","eutherian mammal","scandentia","Tupaia belangeri",2.583,73.576
"mammals","eutherian mammal","sirenia","Trichechus manatus",164.221,68425.576
"mammals","eutherian mammal","tubulidentata","Orycteropus afer",207.484,22072.766
"mammals","marsupial mammal","marsupialia","Acrobates pygmaeus",0.121,4.782
"mammals","marsupial mammal","marsupialia","Antechinus flavipes",0.284,8.093
"mammals","marsupial mammal","marsupialia","Bettongia lesueur",8.316,467.207
"mammals","marsupial mammal","marsupialia","Didelphis virginiana",9.823,761.51
"mammals","marsupial mammal","marsupialia","Isoodon macrourus",5.548,382.595
"mammals","marsupial mammal","marsupialia","Isoodon obesulus",4.281,317.112
"mammals","marsupial mammal","marsupialia","Macropus fuliginosus",51.65,4782.433
"mammals","marsupial mammal","marsupialia","Macropus giganteus",60.7,9196.986
"mammals","marsupial mammal","marsupialia","Macropus parma",13.17,1317.008
"mammals","marsupial mammal","marsupialia","Macropus robustus",22.087,5812.495
"mammals","marsupial mammal","marsupialia","Macropus rufus",70.909,9454.502
"mammals","marsupial mammal","marsupialia","Perameles gunnii",4.477,315.273
"mammals","marsupial mammal","marsupialia","Perameles nasuta",4.361,316.008
"mammals","marsupial mammal","marsupialia","Petaurus breviceps",1.107,58.861
"mammals","marsupial mammal","marsupialia","Petaurus norfolcensis",1.914,76.887
"mammals","marsupial mammal","marsupialia","Phascolarctos cinereus",6.644,2372.822
"mammals","marsupial mammal","marsupialia","Potorous tridactylus",6.059,496.637
"mammals","marsupial mammal","marsupialia","Setonix brachyurus",9.297,1147.784
"mammals","marsupial mammal","marsupialia","Thylogale billardierii",17.738,1809.967
"mammals","marsupial mammal","marsupialia","Trichosurus vulpecula",9.852,478.243
"mammals","marsupial mammal","marsupialia","Wallabia bicolor",25.266,3715.582
"reptiles","reptiles","chelonia","Caretta caretta*",12.1,57777.778
"reptiles","reptiles","chelonia","Chelonia mydas*",10.52,50888.889
"reptiles","reptiles","chelonia","Chrysemys picta*",0.12,103.704
"reptiles","reptiles","chelonia","Clemmys guttata*",0.4,50.37
"reptiles","reptiles","chelonia","Geochelone elephantopus*",31.5,59259.259
"reptiles","reptiles","chelonia","Geochelone sulcata*",13.962,12568.237
"reptiles","reptiles","chelonia","Gopherus agassizi*",1.68,829.63
"reptiles","reptiles","crocodilia","Alligator mississippiensis*",23.119,44548.02
"reptiles","reptiles","crocodilia","Caiman crocodilus crocodilus*",3.621,2829.896
"reptiles","reptiles","crocodilia","Caiman latirostris*",1.209,3437.63
"reptiles","reptiles","crocodilia","Crocodylus porosus*",2.75,28332.741
"reptiles","reptiles","lacertilia","Anolis acutus",0.01,1.481
"reptiles","reptiles","lacertilia","Aspidoscelis sexlineata*",0.07,7.704
"reptiles","reptiles","lacertilia","Aspidoscelis tigris",0.1,1.778
"reptiles","reptiles","lacertilia","Callisaurus draconoides",0.088,5.037
"reptiles","reptiles","lacertilia","Dipsosaurus dorsalis",0.1,17.778
"reptiles","reptiles","lacertilia","Emoia atrocostata",0.05,5.037
"reptiles","reptiles","lacertilia","Gymnophthalmus speciosus",0.003,0.593
"reptiles","reptiles","lacertilia","Iguana iguana",0.21,444.444
"reptiles","reptiles","lacertilia","Liolaemus signifer*",0.01,6.519
"reptiles","reptiles","lacertilia","Oligosoma zelandicum",0.01,1.185
"reptiles","reptiles","lacertilia","Phrynosoma solare",0.25,14.815
"reptiles","reptiles","lacertilia","Plestiodon fasciatus",0.03,6.519
"reptiles","reptiles","lacertilia","Sauromalus ater",0.14,47.407
"reptiles","reptiles","lacertilia","Sceloporus graciosus",0.02,1.778
"reptiles","reptiles","lacertilia","Sceloporus magister",0.06,8.296
"reptiles","reptiles","lacertilia","Sceloporus undulatus",0.05,4.444
"reptiles","reptiles","lacertilia","Uta stansburiana",0.04,1.481
"reptiles","reptiles","lacertilia","Xantusia vigilis",0.002,0.889
"reptiles","reptiles","rhynchocephalia","Sphenodon punctatus",0.07,207.407
"reptiles","reptiles","serpentes","Boa constrictor",2.4,23703.704
"reptiles","reptiles","serpentes","Bogertophis subocularis",0.06,355.556
"reptiles","reptiles","serpentes","Broghammerus reticulatus",10.1,17777.778
"reptiles","reptiles","serpentes","Carphophis vermis*",0.035,2.074
"reptiles","reptiles","serpentes","Coluber constrictor",0.12,59.259
"reptiles","reptiles","serpentes","Crotalus viridis",0.1,77.037
"reptiles","reptiles","serpentes","Diadophis punctatus",0.01,14.815
"reptiles","reptiles","serpentes","Heterodon platirhinos",0.5,59.259
"reptiles","reptiles","serpentes","Nerodia erythrogaster",0.86,47.407
"reptiles","reptiles","serpentes","Python molurus",17.9,11851.852
"reptiles","reptiles","serpentes","Python sebae",9.6,2962.963
"reptiles","reptiles","serpentes","Spalerosophis diadema",0.07,148.148
"reptiles","reptiles","serpentes","Thamnophis sirtalis",0.1,59.259
"reptiles","reptiles","varanidae","Varanus brevicauda",0.02,3.644
"reptiles","reptiles","varanidae","Varanus griseus",0.45,191.704
"reptiles","reptiles","varanidae","Varanus komodoensis",17,18814.815
"reptiles","reptiles","varanidae","Varanus niloticus",3.966,1926.139
"reptiles","reptiles","varanidae","Varanus salvator",5.817,5925.926
"reptiles","reptiles","varanidae","Varanus varius",1.28,1392.593
"fishes","fishes","acipenseriformes","Acipenser fulvescens",2.192,10666.667
"fishes","fishes","acipenseriformes","Acipenser transmontanus*",8.565,39508.148
"fishes","fishes","aulopiformes","Saurida tumbil*",0.818,696.296
"fishes","fishes","beloniformes","Cololabis saira",0.097,56
"fishes","fishes","clupeiformes","Brevoortia tyrannus*",0.191,148.741
"fishes","fishes","clupeiformes","Cetengraulis mysticetus*",0.136,16.593
"fishes","fishes","clupeiformes","Clupea harengus*",0.079,56.77
"fishes","fishes","clupeiformes","Clupea pallasii pallasii*",0.122,108.741
"fishes","fishes","clupeiformes","Engraulis anchoita*",0.057,38.815
"fishes","fishes","clupeiformes","Engraulis encrasicolus*",0.033,7.111
"fishes","fishes","clupeiformes","Engraulis japonicus*",0.079,10.667
"fishes","fishes","clupeiformes","Engraulis mordax*",0.012,6.222
"fishes","fishes","clupeiformes","Engraulis ringens*",0.056,9.037
"fishes","fishes","clupeiformes","Sardinella longiceps*",0.044,19.111
"fishes","fishes","clupeiformes","Sardinops sagax*",0.17,76.148
"fishes","fishes","clupeiformes","Sprattus sprattus*",0.018,6.43
"fishes","fishes","clupeiformes","Stolothrissa tanganicae*",0.019,1.778
"fishes","fishes","cypriniformes","Abramis brama*",0.452,472
"fishes","fishes","cypriniformes","Phoxinus phoxinus*",0.006,2.43
"fishes","fishes","cyprinodontiformes","Aphanius fasciatus*",0.003,0.963
"fishes","fishes","esociformes","Esox lucius",1.66,1792.296
"fishes","fishes","gadiformes","Gadus morhua",2.453,3952.658
"fishes","fishes","gadiformes","Melanogrammus aeglefinus",0.733,637.037
"fishes","fishes","gadiformes","Merluccius angustimanus*",0.109,75.556
"fishes","fishes","gadiformes","Merluccius gayi gayi*",0.852,1727.407
"fishes","fishes","gadiformes","Merluccius merluccius*",0.145,325.778
"fishes","fishes","gadiformes","Merluccius productus",0.465,376.889
"fishes","fishes","gadiformes","Pollachius virens",2.962,4762.963
"fishes","fishes","gadiformes","Trisopterus esmarkii*",0.029,13.778
"fishes","fishes","gadiformes","Trisopterus minutus*",0.094,32.207
"fishes","fishes","gasterosteiformes","Gasterosteus aculeatus",0.001,0.533
"fishes","fishes","gasterosteiformes","Pungitius pungitius",0.001,0.119
"fishes","fishes","lamniformes","Cetorhinus maximus*",757.26,4094814.815
"fishes","fishes","lamniformes","Lamna nasus*",22.545,49422.222
"fishes","fishes","mugiliformes","Mugil cephalus",1.172,725.926
"fishes","fishes","myctophiformes","Benthosema glaciale",0.003,1.674
"fishes","fishes","myctophiformes","Myctophum punctatum",0.003,1.956
"fishes","fishes","osmeriformes","Hypomesus olidus*",0.03,4.444
"fishes","fishes","osmeriformes","Mallotus villosus",0.035,17.778
"fishes","fishes","perciformes","Ammodytes marinus*",0.035,9.511
"fishes","fishes","perciformes","Ammodytes tobianus*",0.014,4.444
"fishes","fishes","perciformes","Apsilus dentatus",2.511,1259.259
"fishes","fishes","perciformes","Atractoscion nobilis *",4.348,8266.667
"fishes","fishes","perciformes","Callionymus lyra*",0.011,5.156
"fishes","fishes","perciformes","Caranx ruber*",0.728,737.778
"fishes","fishes","perciformes","Cephalopholis fulva",0.491,189.63
"fishes","fishes","perciformes","Copadichromis mloto*",0.05,21.926
"fishes","fishes","perciformes","Cynoscion analis*",0.214,434.37
"fishes","fishes","perciformes","Dicentrarchus labrax",1.169,2032.593
"fishes","fishes","perciformes","Epinephelus guttatus*",0.549,557.037
"fishes","fishes","perciformes","Epinephelus striatus*",1.414,3822.222
"fishes","fishes","perciformes","Eubleekeria splendens*",0.081,18.963
"fishes","fishes","perciformes","Haemulon album*",1.291,1570.37
"fishes","fishes","perciformes","Haemulon plumierii",0.58,402.963
"fishes","fishes","perciformes","Katsuwonus pelamis",11.836,6285.926
"fishes","fishes","perciformes","Lethrinops longipinnis*",0.085,36.148
"fishes","fishes","perciformes","Lethrinops parvidens*",0.078,39.111
"fishes","fishes","perciformes","Lethrinus enigmaticus*",0.579,864
"fishes","fishes","perciformes","Lipophrys pholis*",0.02,16
"fishes","fishes","perciformes","Lutjanus apodus*",0.833,1125.926
"fishes","fishes","perciformes","Lutjanus buccanella*",1.767,754.074
"fishes","fishes","perciformes","Lutjanus purpureus*",1.363,3456
"fishes","fishes","perciformes","Mulloidichthys martinicus*",0.214,130.37
"fishes","fishes","perciformes","Mycteroperca venenosa*",1.826,2468.148
"fishes","fishes","perciformes","Mylochromis anaphyrmus*",0.091,32.889
"fishes","fishes","perciformes","Nemadactylus macropterus*",0.472,411.852
"fishes","fishes","perciformes","Nemipterus bipunctatus*",0.183,80
"fishes","fishes","perciformes","Nemipterus hexodon*",0.134,63.704
"fishes","fishes","perciformes","Nemipterus japonicus*",0.142,75.556
"fishes","fishes","perciformes","Nemipterus marginatus*",0.105,65.185
"fishes","fishes","perciformes","Nemipterus mesoprion*",0.057,22.222
"fishes","fishes","perciformes","Nemipterus nematophorus*",0.24,59.259
"fishes","fishes","perciformes","Nemipterus nemurus*",0.082,72.593
"fishes","fishes","perciformes","Nemipterus peronii*",0.139,72.148
"fishes","fishes","perciformes","Nemipterus sp.*",0.223,120.296
"fishes","fishes","perciformes","Notothenia neglecta*",0.286,645.333
"fishes","fishes","perciformes","Ocyurus chrysurus",1.096,1066.667
"fishes","fishes","perciformes","Oreochromis esculentus*",0.256,222.222
"fishes","fishes","perciformes","Perca fluviatilis",0.103,158.222
"fishes","fishes","perciformes","Pomatoschistus minutus*",0.004,1.185
"fishes","fishes","perciformes","Protonibea diacanthus*",6.674,5155.556
"fishes","fishes","perciformes","Pseudotolithus elongatus*",0.239,211.852
"fishes","fishes","perciformes","Pseudupeneus maculatus",0.307,106.667
"fishes","fishes","perciformes","Rastrelliger brachysoma*",0.484,39.407
"fishes","fishes","perciformes","Rastrelliger kanagurta*",0.73,46.519
"fishes","fishes","perciformes","Sander canadensis*",0.097,182.222
"fishes","fishes","perciformes","Scomber japonicus",0.395,240
"fishes","fishes","perciformes","Thunnus alalunga*",6.321,9956.543
"fishes","fishes","perciformes","Thunnus albacares",71.056,42953.333
"fishes","fishes","perciformes","Thunnus atlanticus*",3.922,2891.852
"fishes","fishes","perciformes","Thunnus maccoyii*",35.975,57973.333
"fishes","fishes","perciformes","Totoaba macdonaldi*",6.512,5281.778
"fishes","fishes","perciformes","Trachurus japonicus*",0.405,352
"fishes","fishes","pleuronectiformes","Cynoglossus arel*",0.049,50.37
"fishes","fishes","pleuronectiformes","Eopsetta jordani",0.848,1264.593
"fishes","fishes","pleuronectiformes","Hippoglossoides platessoides*",0.235,612.185
"fishes","fishes","pleuronectiformes","Limanda ferruginea*",0.483,350.519
"fishes","fishes","pleuronectiformes","Platichthys flesus*",0.431,308.148
"fishes","fishes","pleuronectiformes","Pleuronectes platessa",0.25,642.963
"fishes","fishes","pleuronectiformes","Pseudopleuronectes americanus",0.672,408.889
"fishes","fishes","pleuronectiformes","Solea solea",0.247,142.815
"fishes","fishes","salmoniformes","Coregonus artedi*",0.098,75.556
"fishes","fishes","salmoniformes","Coregonus clupeaformis",0.567,982.815
"fishes","fishes","salmoniformes","Coregonus sardinella*",0.268,162.963
"fishes","fishes","salmoniformes","Salmo trutta*",0.149,118.519
"fishes","fishes","salmoniformes","Salvelinus alpinus",0.578,1481.481
"fishes","fishes","scorpaeniformes","Cottus gobio*",0.004,1.526
"fishes","fishes","scorpaeniformes","Sebastes alutus*",0.17,319.901
"fishes","fishes","tetraodontiformes","Balistes vetula",2.027,865.185
"dinosaurs","dinosaurs","cerapoda","Psittacosaurus luijatunensis",13.99,18690
"dinosaurs","dinosaurs","cerapoda","Psittacosaurus mongoliensis",15.95,12000
"dinosaurs","dinosaurs","sauropodomorpha","Alamosaurus",2589.04,9481481.481
"dinosaurs","dinosaurs","sauropodomorpha","Alamosaurus",2986.3,9481481.481
"dinosaurs","dinosaurs","sauropodomorpha","Alamosaurus",3178.08,9481481.481
"dinosaurs","dinosaurs","sauropodomorpha","Apatosaurus BYU601-17328",4421.4,9089000
"dinosaurs","dinosaurs","sauropodomorpha","Apatosaurus SMA0014",4024.1,10103000
"dinosaurs","dinosaurs","sauropodomorpha","Camarasaurus CM3664",4188.8,7123500
"dinosaurs","dinosaurs","sauropodomorpha","Memenchisaurus",3907.7,12537500
"dinosaurs","dinosaurs","sauropodomorpha","Diplodocus",901.1,2376500
"dinosaurs","dinosaurs","sauropodomorpha","Diplodocus",2335.1,9231500
"dinosaurs","dinosaurs","sauropodomorpha","Massospondylus carinatus",94.79,140000
"dinosaurs","dinosaurs","sauropodomorpha","Plateosaurus",819.2,793500
"dinosaurs","dinosaurs","sauropodomorpha","Plateosaurus",680.5,793500
"dinosaurs","dinosaurs","theropoda","Albertosaurus sacrophagus",334.25,614000
"dinosaurs","dinosaurs","theropoda","Archaeopterix",1.87,464.05
"dinosaurs","dinosaurs","theropoda","Archaeopterix",2.2,464.05
"dinosaurs","dinosaurs","theropoda","Gorgosaurus libratus",394.52,622000
"dinosaurs","dinosaurs","theropoda","Tyrannosaurus rex",2101.37,2780000
