"group1","group2","order","spp","agr","bm"
"birds","precocial birds","charadriiformes","Stercorarius lonnbergi*",56.94,780
"birds","precocial birds","charadriiformes","Sterna albifrons",2.053,16.555
"birds","precocial birds","charadriiformes","Sterna anaethetus",3.359,56.17
"birds","precocial birds","charadriiformes","Sterna dougallii",6.562,50.083
"birds","precocial birds","charadriiformes","Sterna forsteri",5.472,64.379
"birds","precocial birds","charadriiformes","Sterna fuscata",5.508,79.637
"birds","precocial birds","charadriiformes","Sterna hirundo",7.718,58.228
"birds","precocial birds","charadriiformes","Sterna lunata",5.471,51.135
"birds","precocial birds","charadriiformes","Sterna paradisaea",7.425,52.904
"birds","precocial birds","charadriiformes","Sterna sumatrana",7.2,50
"birds","precocial birds","charadriiformes","Sterna vittata",7.182,66.5
"birds","precocial birds","charadriiformes","Thalasseus bergii*",7.623,138.91
"birds","precocial birds","charadriiformes","Thalasseus sandvicensis*",10.541,98.12
"birds","precocial birds","charadriiformes","Tringa totanus",3.528,50.399
"birds","precocial birds","charadriiformes","Turnix suscitator",1.504,16.922
"birds","precocial birds","charadriiformes","Turnix sylvaticus dussumier*",0.803,9.675
"birds","precocial birds","charadriiformes","Turnix sylvaticus lepurana*",1.913,22.5
"birds","precocial birds","charadriiformes","Uria aalge",16.796,224.021
"birds","precocial birds","charadriiformes","Uria lomvia",10.908,103.13
"birds","precocial birds","charadriiformes","Vanellus vanellus",6.223,101.107
"birds","precocial birds","galliformes","Alectoris graeca saxatilis*",9.271,264.873
"birds","precocial birds","galliformes","Alectura lathami",13.646,670.374
"birds","precocial birds","galliformes","Bonasa bonasia",8.297,145.57
"birds","precocial birds","galliformes","Bonasa umbellus",8.617,219.724
"birds","precocial birds","galliformes","Callipepla californica",2.439,62.54
"birds","precocial birds","galliformes","Coturnix chinensis",1.466,25.5
"birds","precocial birds","galliformes","Coturnix coturnix",3.193,48.554
"birds","precocial birds","galliformes","Coturnix delegorguei",0.815,10.8
"birds","precocial birds","galliformes","Coturnix japonica",3.517,55.195
"birds","precocial birds","galliformes","Cyrtonyx montezumae",5.445,68.058
"birds","precocial birds","galliformes","Dendragapus canadensis",9.826,247.317
"birds","precocial birds","galliformes","Dendragapus obscurus",12.14,314.575
"birds","precocial birds","galliformes","Gallus gallus",5.886,235.443
"birds","precocial birds","galliformes","Gallus gallus Domestic chicken*",33.663,1309.099
"birds","precocial birds","galliformes","Lagopus lagopus",14.383,244.311
"birds","precocial birds","galliformes","Lagopus muta",12.596,226.95
"birds","precocial birds","galliformes","Leipoa ocellata",4.11,587.136
"birds","precocial birds","galliformes","Macrocephalon maleo",2.706,109.171
"birds","precocial birds","galliformes","Meleagris gallopavo",37.965,2372.822
"birds","precocial birds","galliformes","Meleagris gallopavo Domestic turkey*",75.403,1653.802
"birds","precocial birds","galliformes","Pavo cristatus",23.61,1184.265
"birds","precocial birds","galliformes","Perdix perdix",7.598,139.474
"birds","precocial birds","galliformes","Phasianus colchicus",12.787,488.776
"birds","precocial birds","galliformes","Tetrao tetrix",16.468,429.481
"birds","precocial birds","galliformes","Tetrao urogallus",36.941,1024.688
"birds","precocial birds","galliformes","Tetrastes bonasia*",3.975,150
"birds","precocial birds","galliformes","Tympanuchus phasianellus",11.16,348.75
"birds","precocial birds","gruiformes","Anthropoides paradiseus*",61.897,1535.897
"birds","precocial birds","gruiformes","Anthropoides virgo*",49.026,860.102
"birds","precocial birds","gruiformes","Balearica regulorum gibbericeps*",58.11,1320.687
"birds","precocial birds","gruiformes","Crex crex",4.972,67
"birds","precocial birds","gruiformes","Fulica americana",7.768,189.458
"birds","precocial birds","gruiformes","Fulica atra",21.75,250
"birds","precocial birds","gruiformes","Grus americana",113.925,2324.998
"birds","precocial birds","gruiformes","Grus antigone",91.367,2610.473
"birds","precocial birds","gruiformes","Grus canadensis pratensis*",60.25,1882.807
"birds","precocial birds","gruiformes","Grus canadensis tabida*",49.948,1314.433
"birds","precocial birds","gruiformes","Grus grus",65.764,1753.865
"birds","precocial birds","gruiformes","Grus japonensis",93.884,2761.303
"birds","precocial birds","gruiformes","Grus leucogeranus",97.948,1958.958
"birds","precocial birds","gruiformes","Grus monacha",59.63,1325.102
"birds","precocial birds","gruiformes","Grus rubicunda",92.626,1781.272
"birds","precocial birds","gruiformes","Grus vipio",75.696,1940.932
"birds","precocial birds","gruiformes","Lophotis ruficrista*",11.683,243.389
"birds","precocial birds","gruiformes","Otis tarda",51.466,1949.761
"birds","precocial birds","gruiformes","Porzana carolina",2.476,36.725
"birds","precocial birds","gruiformes","Porzana porzana",3.205,30.902
"birds","precocial birds","gruiformes","Psophia spp.*",16.319,253
"birds","precocial birds","gruiformes","Rallus aquaticus",3.3,51.927
"birds","precocial birds","gruiformes","Rallus elegans",6.353,165
"birds","precocial birds","gruiformes","Rallus limicola limicola*",1.951,19.605
"birds","precocial birds","passeriformes","Picathartes gymnocephalus",11.239,92.5
"birds","precocial birds","passeriformes","Picathartes oreas",7.811,82.221
"birds","precocial birds","procellariiformes","Calonectris diomedea",13.551,371.25
"birds","precocial birds","procellariiformes","Daption capense",19.735,268.5
"birds","precocial birds","procellariiformes","Daption capense capense*",33.465,345
"birds","precocial birds","procellariiformes","Diomedea amsterdamensis",47.473,3651.792
"birds","precocial birds","procellariiformes","Diomedea epomophora",72.84,4046.674
"birds","precocial birds","procellariiformes","Diomedea exulans",95.685,4359.371
"birds","precocial birds","procellariiformes","Fulmarus glacialoides",36.3,600
"birds","precocial birds","procellariiformes","Halobaena caerulea",7.534,98.628
"birds","precocial birds","procellariiformes","Macronectes giganteus",103.742,2207.277
"birds","precocial birds","procellariiformes","Macronectes halli",83.877,2096.913
"birds","precocial birds","procellariiformes","Oceanites oceanicus",1.728,22.441
"birds","precocial birds","procellariiformes","Oceanodroma castro",2.34,40
"birds","precocial birds","procellariiformes","Oceanodroma furcata",2.392,39.75
"birds","precocial birds","procellariiformes","Oceanodroma homochroa",1.26,24
"birds","precocial birds","procellariiformes","Oceanodroma leucorhoa",1.697,37
"birds","precocial birds","procellariiformes","Pachyptila desolata",8.066,108.25
"birds","precocial birds","procellariiformes","Pachyptila salvini",4.937,64.121
"birds","precocial birds","procellariiformes","Pachyptila turtur",5.438,75
"birds","precocial birds","procellariiformes","Pagodroma nivea",17.751,194
"birds","precocial birds","procellariiformes","Pelecanoides georgicus",5.94,72
"birds","precocial birds","procellariiformes","Pelecanoides urinatrix",5.063,78.5
"birds","precocial birds","procellariiformes","Phoebastria immutabilis",23.544,1471.518
"birds","precocial birds","procellariiformes","Phoebastria nigripes",32.373,1471.518
"birds","precocial birds","procellariiformes","Phoebetria palpebrata",53.151,1236.075
"birds","precocial birds","procellariiformes","Procellaria aequinoctialis",26.686,620.613
"birds","precocial birds","procellariiformes","Procellaria cinerea",13.687,526.435
"birds","precocial birds","procellariiformes","Pterodroma hypoleuca",5.688,125
"birds","precocial birds","procellariiformes","Pterodroma macroptera",10.583,440.95
"birds","precocial birds","procellariiformes","Pterodroma phaeopygia",9.307,169.225
"birds","precocial birds","procellariiformes","Puffinus griseus",18.368,395
"birds","precocial birds","procellariiformes","Puffinus pacificus",12.03,278.174
"birds","precocial birds","procellariiformes","Thalassarche chrysostoma",81.102,1752.136
"birds","precocial birds","procellariiformes","Thalassarche melanophris*",80.399,1875.957
"birds","precocial birds","procellariiformes","Thalassoica antarctica",19.198,270.391
"birds","precocial birds","struthioniformes","Apteryx australis",7.8,500
"birds","precocial birds","tinamiformes","Eudromia elegans",2.975,138.35
"birds","precocial birds","tinamiformes","Nothura darwinii",4.132,87.923
"birds","precocial birds","tinamiformes","Nothura maculosa",2.995,80.933
"birds","precocial birds","tinamiformes","Rhynchotus rufescens",6.458,315
"mammals","eutherian mammal","artiodactyla","Aepyceros melampus",59.795,13905.843
"mammals","eutherian mammal","artiodactyla","Alces alces",464.852,119192.939
"mammals","eutherian mammal","artiodactyla","Ammotragus lervia",144.087,27186.291
"mammals","eutherian mammal","artiodactyla","Antidorcas marsupialis",129.527,9454.502
"mammals","eutherian mammal","artiodactyla","Antilocapra americana",126.105,15193.421
"mammals","eutherian mammal","artiodactyla","Bos taurus (Ayrshire)*",653.354,204173.09
"mammals","eutherian mammal","artiodactyla","Bos taurus (Guernsey)*",593.757,197919.139
"mammals","eutherian mammal","artiodactyla","Bos taurus (Holstein)*",753.822,243168.311
"mammals","eutherian mammal","artiodactyla","Capra hircus",90.046,21962.403
"mammals","eutherian mammal","artiodactyla","Capra ibex",96.568,19313.671
"mammals","eutherian mammal","artiodactyla","Cervus elaphus canadensis* ",472.357,78726.2
"mammals","eutherian mammal","artiodactyla","Connochaetes taurinus",156.864,60332.228
"mammals","eutherian mammal","artiodactyla","Damaliscus pygargus",136.998,24463.983
"mammals","eutherian mammal","artiodactyla","Madoqua kirkii",24.177,1949.761
"mammals","eutherian mammal","artiodactyla","Odocoileus hemionus columbianus*",99.684,20343.733
"mammals","eutherian mammal","artiodactyla","Odocoileus hemionus hemionus*",205.733,33182.726
"mammals","eutherian mammal","artiodactyla","Odocoileus hemionus sitkensis*",161.701,27407.018
"mammals","eutherian mammal","artiodactyla","Odocoileus virginianus",218.116,31159.389
"mammals","eutherian mammal","artiodactyla","Ovibos moschatus",389.143,94912.896
"mammals","eutherian mammal","artiodactyla","Ovis canadensis",80.4,25935.501
"mammals","eutherian mammal","artiodactyla","Potamochoerus porcus",171.903,17363.91
"mammals","eutherian mammal","artiodactyla","Pudu puda ",43.656,2347.071
"mammals","eutherian mammal","artiodactyla","Rangifer tarandus",164.777,35058.911
"mammals","eutherian mammal","artiodactyla","Redunca fulvorufula",105.033,11293.899
"mammals","eutherian mammal","artiodactyla","Saiga tatarica",69.824,10742.08
"mammals","eutherian mammal","artiodactyla","Sus scrofa",324.47,54078.278
"mammals","eutherian mammal","artiodactyla","Sus scrofa (Duroc-Jersey)*",1147.784,88291.066
"mammals","eutherian mammal","artiodactyla","Syncerus caffer",494.504,190193.671
"mammals","eutherian mammal","artiodactyla","Taurotragus oryx",366.96,193136.707
"mammals","eutherian mammal","artiodactyla","Tragelaphus imberbis",169.5,17842.153
"mammals","eutherian mammal","artiodactyla","Tragelaphus scriptus",46.132,10484.564
"mammals","eutherian mammal","artiodactyla","Vicugna vicugna ",90.167,15818.816
"mammals","eutherian mammal","rodentia","Abrocoma cinerea",1.021,55.182
"mammals","eutherian mammal","rodentia","Agouti paca",41.276,2501.58
"mammals","eutherian mammal","carnivora","Ailuropoda melanoleuca",115.367,41202.497
"mammals","eutherian mammal","carnivora","Ailurus fulgens",19.799,2199.919
"mammals","eutherian mammal","rodentia","Atherurus africanus",10.418,882.911
"mammals","eutherian mammal","carnivora","Bassariscus astutus",8.305,386.273
"mammals","eutherian mammal","carnivora","Canis familiaris (beagle)*",59.229,3678.794
"mammals","eutherian mammal","carnivora","Canis familiaris (shepard)*",249.014,7615.104
"mammals","eutherian mammal","carnivora","Canis latrans",74.054,4046.674
"mammals","eutherian mammal","carnivora","Canis lupus",185.577,10484.564
"mammals","eutherian mammal","carnivora","Canis mesomelas",38.754,2600.908
"mammals","eutherian mammal","rodentia","Capromys pilorides",18.983,2372.822
"mammals","eutherian mammal","carnivora","Caracal caracal ",26.24,2733.344
"mammals","eutherian mammal","rodentia","Cavia aperea",2.223,209.691
"mammals","eutherian mammal","rodentia","Cavia porcellus",3.829,361.258
"mammals","eutherian mammal","carnivora","Cerdocyon thous",43.786,2637.696
"mammals","eutherian mammal","carnivora","Chrysocyon brachyurus",98.15,8461.227
"mammals","eutherian mammal","rodentia","Coendou prehensilis",18.582,1659.136
"mammals","eutherian mammal","carnivora","Crocuta crocuta",113.307,20233.369
"mammals","eutherian mammal","carnivora","Cryptoprocta ferox",11.519,3031.327
"mammals","eutherian mammal","rodentia","Ctenodactylus vali",1.728,56.286
"mammals","eutherian mammal","carnivora","Eira barbara",26.029,1637.064
"mammals","eutherian mammal","rodentia","Erethizon dorsatum",24.238,3068.115
"mammals","eutherian mammal","carnivora","Felis chaus",28.226,1710.639
"mammals","eutherian mammal","carnivora","Felis margarita",20.638,809.335
"mammals","eutherian mammal","carnivora","Felis silvestris",21.45,1898.258
"mammals","eutherian mammal","rodentia","Galea musteloides",2.217,122.504
"mammals","eutherian mammal","carnivora","Galidia elegans",2.703,290.625
"mammals","eutherian mammal","carnivora","Genetta genetta",4.341,735.759
"mammals","eutherian mammal","rodentia","Geocapromys ingrahami",3.339,269.288
"mammals","eutherian mammal","carnivora","Gulo gulo",67.624,3715.582
"mammals","eutherian mammal","rodentia","Hoplomys gymnurus",2.417,107.421
"mammals","eutherian mammal","rodentia","Hydrochaeris hydrochaeris",77.512,18026.093
"mammals","eutherian mammal","carnivora","Ictonyx striatus",12.085,334.77
"mammals","eutherian mammal","carnivora","Lynx lynx",67.086,6916.133
"mammals","eutherian mammal","carnivora","Lynx rufus",21.163,3112.26
"mammals","eutherian mammal","rodentia","Massoutiera mzabi",1.363,54.078
"mammals","eutherian mammal","carnivora","Meles meles",36.485,1861.47
"mammals","eutherian mammal","carnivora","Mephitis mephitis",10.521,735.759
"mammals","eutherian mammal","rodentia","Microcavia australis",1.563,95.281
"mammals","eutherian mammal","carnivora","Mustela nivalis",1.245,22.809
"mammals","eutherian mammal","carnivora","Mustela putorius",10.655,324.838
"mammals","eutherian mammal","rodentia","Myoprocta pratti*",6.209,271.127
"mammals","eutherian mammal","rodentia","Napaeozapus insignis ",0.245,8.829
"mammals","eutherian mammal","carnivora","Neovison vison* ",8.768,329.62
"mammals","eutherian mammal","rodentia","Octodon degus",2.4,74.312
"mammals","eutherian mammal","carnivora","Panthera leo",194.424,55549.796
"mammals","eutherian mammal","carnivora","Panthera onca",164.221,22808.525
"mammals","eutherian mammal","carnivora","Panthera pardus",113.344,14347.298
"mammals","eutherian mammal","carnivora","Paradoxurus hermaphroditus",8.962,1030.062
"mammals","eutherian mammal","rodentia","Pectinator spekei",1,90.13
"mammals","eutherian mammal","rodentia","Plagiodontia aedium",4.298,467.207
"mammals","eutherian mammal","carnivora","Poecilogale albinucha",2.58,101.167
"mammals","eutherian mammal","carnivora","Potos flavus",10.619,1041.099
"mammals","eutherian mammal","carnivora","Procyon lotor",29.662,1938.725
"mammals","eutherian mammal","rodentia","Proechimys guairae",2.39,112.203
"mammals","eutherian mammal","rodentia","Proechimys semispinosus",2.169,165.546
"mammals","eutherian mammal","carnivora","Profelis aurata",55.734,5518.192
"mammals","eutherian mammal","carnivora","Puma concolor",96.495,15818.816
"mammals","eutherian mammal","carnivora","Spilogale putorius",6.052,194.608
"mammals","eutherian mammal","carnivora","Suricata suricatta",3.554,220.728
"mammals","eutherian mammal","carnivora","Urocyon cinereoargenteus",22.893,1802.609
"mammals","eutherian mammal","carnivora","Ursus americanus ",73.719,25420.469
"mammals","eutherian mammal","carnivora","Ursus maritimus ",150.536,68425.576
"mammals","eutherian mammal","carnivora","Vulpes velox",26.073,827.729
"mammals","eutherian mammal","carnivora","Vulpes vulpes",35.813,2023.337
"mammals","eutherian mammal","rodentia","Zapus hudsonius",0.241,7.358
"mammals","eutherian mammal","cetacea","Phocoena phocoena",194.24,22072.766
"mammals","eutherian mammal","chiroptera","Antrozous pallidus",0.32,5.886
"mammals","eutherian mammal","chiroptera","Carollia perspicillata",0.255,7.358
"mammals","eutherian mammal","chiroptera","Desmodus rotundus",0.27,9.197
"mammals","eutherian mammal","chiroptera","Eptesicus fuscus",0.388,6.254
"mammals","eutherian mammal","chiroptera","Eptesicus serotinus",0.412,8.461
"mammals","eutherian mammal","chiroptera","Miniopterus schreibersi",0.289,6.254
"mammals","eutherian mammal","chiroptera","Myotis grisescens",0.284,2.943
"mammals","eutherian mammal","chiroptera","Myotis lucifugus",0.341,2.943
"mammals","eutherian mammal","chiroptera","Myotis myotis",0.842,7.725
"mammals","eutherian mammal","chiroptera","Myotis thysanodes",0.318,2.943
"mammals","eutherian mammal","chiroptera","Myotis velifer",0.526,4.047
"mammals","eutherian mammal","chiroptera","Nyctalus lasiopterus",1.032,11.772
"mammals","eutherian mammal","chiroptera","Nyctalus noctula",0.39,12.876
"mammals","eutherian mammal","chiroptera","Nycticeius humeralis",0.069,4.415
"mammals","eutherian mammal","chiroptera","Pipistrellus pipistrellus",0.123,1.839
"mammals","eutherian mammal","chiroptera","Rousettus aegyptiacus*",0.647,43.41
"mammals","eutherian mammal","chiroptera","Tadarida brasiliensis",0.453,4.047
"mammals","eutherian mammal","edentata","Chaetophractus villosus",34.268,1655.457
"mammals","eutherian mammal","edentata","Choloepus didactylus",6.622,3310.915
"mammals","eutherian mammal","edentata","Myrmecophaga tridactyla",90.645,10300.624
"mammals","eutherian mammal","edentata","Tolypeutes matacus",15.981,441.455
"mammals","eutherian mammal","hyracoidea","Dendrohyrax dorsalis",9.765,871.874
"mammals","eutherian mammal","hyracoidea","Procavia capensis",8.735,779.904
"mammals","eutherian mammal","insectivora","Atelerix albiventris",4.319,110.732
"mammals","eutherian mammal","insectivora","Blarina brevicauda",0.761,4.047
"mammals","eutherian mammal","insectivora","Crocidura fuscomurina",0.147,1.472
"mammals","eutherian mammal","insectivora","Crocidura russula",0.43,2.943
"mammals","eutherian mammal","insectivora","Crocidura suaveolens",0.21,2.207
"mammals","eutherian mammal","insectivora","Cryptotis parva",0.197,1.472
"mammals","eutherian mammal","insectivora","Echinops telfairi",1.694,56.286
"mammals","eutherian mammal","insectivora","Microgale dobsoni",0.479,18.026
"mammals","eutherian mammal","insectivora","Microgale talazaci",0.471,15.819
"mammals","eutherian mammal","insectivora","Setifer setosus",4.008,95.649
"mammals","eutherian mammal","insectivora","Sorex cinereus",0.318,1.472
"mammals","eutherian mammal","insectivora","Sorex vagrans",0.292,1.839
"mammals","eutherian mammal","insectivora","Suncus etruscus",0.128,0.736
"mammals","eutherian mammal","insectivora","Suncus murinus",0.615,9.565
"mammals","eutherian mammal","insectivora","Tenrec ecaudatus",16.862,378.916
"mammals","eutherian mammal","lagomorpha","Lepus americanus",17.789,577.571
"mammals","eutherian mammal","lagomorpha","Lepus californicus",18.21,809.335
"mammals","eutherian mammal","lagomorpha","Lepus europaeus",28.317,1482.554
"mammals","eutherian mammal","lagomorpha","Lepus othus",50.199,1695.924
"mammals","eutherian mammal","lagomorpha","Ochotona princeps",2.213,58.861
"mammals","eutherian mammal","lagomorpha","Ochotona rufescens",3.65,58.125
"mammals","eutherian mammal","lagomorpha","Oryctolagus cuniculus",20.13,882.911
"mammals","eutherian mammal","lagomorpha","Sylvilagus aquaticus",11.127,783.583
"mammals","eutherian mammal","lagomorpha","Sylvilagus floridanus",10.012,412.025
"mammals","eutherian mammal","macroscelidea","Elephantulus rufescens",1.009,20.969
"mammals","eutherian mammal","perissodactyla","Diceros bicornis",1311.122,397309.796
"mammals","eutherian mammal","perissodactyla","Equus burchellii",424.974,111835.35
"mammals","eutherian mammal","pholidota","Manis pentadactyla",11.582,728.401
"mammals","eutherian mammal","pinnepedia","Arctocephalus gazella",18.181,12986.144
"mammals","eutherian mammal","pinnepedia","Callorhinus ursinus",11.331,16186.695
"mammals","eutherian mammal","pinnepedia","Mirounga leonina",123.607,154509.365
"mammals","eutherian mammal","pinnepedia","Odobenus rosmarus",230.44,256044.091
"mammals","eutherian mammal","pinnepedia","Pagophilus groenlandicus*",55.623,46352.81
"mammals","eutherian mammal","pinnepedia","Phoca vitulina",32.521,25015.802
"mammals","eutherian mammal","primates","Arctocebus calabarensis",0.965,158.188
"mammals","eutherian mammal","primates","Callimico goeldii",2.066,213.002
"mammals","eutherian mammal","primates","Callithrix argentata",3.408,577.571
"mammals","eutherian mammal","primates","Callithrix jacchus",1.221,71.001
"mammals","eutherian mammal","primates","Galago senegalensis",1.424,84.244
"mammals","eutherian mammal","primates","Gorilla gorilla",25.016,31269.752
"mammals","eutherian mammal","primates","Homo sapiens",11.276,22551.01
"mammals","eutherian mammal","primates","Hylobates lar",5.003,2501.58
"mammals","eutherian mammal","primates","Leontopithecus rosalia",1.955,253.837
"mammals","eutherian mammal","primates","Macaca mulatta",3.527,2939.357
"mammals","eutherian mammal","primates","Macaca nemestrina",2.787,1857.791
"mammals","eutherian mammal","primates","Microcebus murinus",0.932,25.752
"mammals","eutherian mammal","primates","Nasalis larvatus",6.536,3630.97
"mammals","eutherian mammal","primates","Pan troglodytes",11.459,16370.635
"mammals","eutherian mammal","primates","Papio sp.*",7.709,2965.108
"mammals","eutherian mammal","primates","Perodicticus potto",6.208,496.637
"mammals","eutherian mammal","primates","Pongo pygmaeus",12.184,13537.963
"mammals","eutherian mammal","primates","Saguinus nigricollis",1.395,176.582
"mammals","eutherian mammal","primates","Saguinus oedipus",1.914,187.619
"mammals","eutherian mammal","primates","Saimiri sciureus",2.373,189.826
"mammals","eutherian mammal","proboscidea","Loxodonta africana",305.708,1019026.052
"mammals","eutherian mammal","rodentia","Acomys cahirinus",0.292,19.865
"mammals","eutherian mammal","rodentia","Aethomys chrysophilus",0.88,29.43
"mammals","eutherian mammal","rodentia","Aethomys hindei",1.581,70.265
"mammals","eutherian mammal","rodentia","Aethomys kaiseri",2.469,71.369
"mammals","eutherian mammal","rodentia","Akodon molinae",0.645,18.026
"mammals","eutherian mammal","rodentia","Ammospermophilus leucurus",1.609,56.653
"mammals","eutherian mammal","rodentia","Aplodontia rufa",8.582,297.982
"mammals","eutherian mammal","rodentia","Apodemus argenteus",0.247,4.415
"mammals","eutherian mammal","rodentia","Arborimus longicaudus ",0.487,11.772
"mammals","eutherian mammal","rodentia","Arvicola terrestris",2.635,45.985
"mammals","eutherian mammal","rodentia","Baiomys taylori",0.141,3.311
"mammals","eutherian mammal","rodentia","Calomys callosus",0.572,11.404
"mammals","eutherian mammal","rodentia","Calomys lepidus",0.162,9.933
"mammals","eutherian mammal","rodentia","Cannomys badius",2.006,138.323
"mammals","eutherian mammal","rodentia","Castor fiber",95.649,9196.986
"mammals","eutherian mammal","rodentia","Chaetodipus californicus",0.536,10.669
"mammals","eutherian mammal","rodentia","Chiropodomys gliroides",0.314,8.093
"mammals","eutherian mammal","rodentia","Clethrionomys gapperi",0.631,9.933
"mammals","eutherian mammal","rodentia","Clethrionomys glareolus",0.744,9.197
"mammals","eutherian mammal","rodentia","Clethrionomys rutilus",0.428,9.197
"mammals","eutherian mammal","rodentia","Cricetomys gambianus",16.996,404.667
"mammals","eutherian mammal","rodentia","Cynomys ludovicianus",4.083,367.879
"mammals","eutherian mammal","rodentia","Cynomys mexicanus",9.359,378.916
"mammals","eutherian mammal","rodentia","Desmodillus auricularis",0.705,21.705
"mammals","eutherian mammal","rodentia","Dicrostonyx groenlandicus",1.154,28.695
"mammals","eutherian mammal","rodentia","Dicrostonyx unalascensis",0.433,29.43
"mammals","eutherian mammal","rodentia","Dipodomys heermanni",0.585,22.073
"mammals","eutherian mammal","rodentia","Dipodomys merriami",0.514,13.979
"mammals","eutherian mammal","rodentia","Dipodomys nitratoides",0.662,14.715
"mammals","eutherian mammal","rodentia","Dipodomys stephensi",1.363,18.026
"mammals","eutherian mammal","rodentia","Eliomys quercinus",1.083,26.487
"mammals","eutherian mammal","rodentia","Funambulus pennantii ",0.649,31.638
"mammals","eutherian mammal","rodentia","Gerbillus pyramidum",0.581,17.658
"mammals","eutherian mammal","rodentia","Glaucomys sabrinus",0.45,51.135
"mammals","eutherian mammal","rodentia","Grammomys dolichurus ",0.613,25.016
"mammals","eutherian mammal","rodentia","Heterocephalus glaber",0.059,12.876
"mammals","eutherian mammal","rodentia","Heteromys desmarestianus",2.258,22.809
"mammals","eutherian mammal","rodentia","Hydromys chrysogaster",4.024,240.961
"mammals","eutherian mammal","rodentia","Lemmus lemmus",0.397,18.026
"mammals","eutherian mammal","rodentia","Lemmus sibiricus",0.288,24.648
"mammals","eutherian mammal","rodentia","Lemniscomys striatus",0.548,20.601
"mammals","eutherian mammal","rodentia","Leopoldamys sabanus ",1.997,121.032
"mammals","eutherian mammal","rodentia","Liomys pictus",0.774,18.394
"mammals","eutherian mammal","rodentia","Liomys salvini",1.081,13.979
"mammals","eutherian mammal","rodentia","Lophuromys sikapusi",1.058,25.016
"mammals","eutherian mammal","rodentia","Mastomys natalensis ",0.544,10.301
"mammals","eutherian mammal","rodentia","Maxomys surifer",0.45,58.493
"mammals","eutherian mammal","rodentia","Meriones crassus",1.064,29.062
"mammals","eutherian mammal","rodentia","Meriones hurrianae",0.798,25.752
"mammals","eutherian mammal","rodentia","Meriones unguiculatus",0.691,21.337
"mammals","eutherian mammal","rodentia","Mesembriomys gouldii",12.27,375.237
"mammals","eutherian mammal","rodentia","Mesocricetus auratus",2.281,39.731
"mammals","eutherian mammal","rodentia","Microtus abbreviatus",0.304,19.865
"mammals","eutherian mammal","rodentia","Microtus arvalis",0.495,8.829
"mammals","eutherian mammal","rodentia","Microtus californicus",0.844,13.244
"mammals","eutherian mammal","rodentia","Microtus miurus",0.175,12.508
"mammals","eutherian mammal","rodentia","Microtus ochrogaster ",0.858,12.876
"mammals","eutherian mammal","rodentia","Microtus oeconomus ",0.764,9.565
"mammals","eutherian mammal","rodentia","Microtus oregoni",0.702,9.933
"mammals","eutherian mammal","rodentia","Microtus pennsylvanicus",0.54,13.612
"mammals","eutherian mammal","rodentia","Microtus pinetorum",0.607,11.036
"mammals","eutherian mammal","rodentia","Millardia meltada",1.121,23.544
"mammals","eutherian mammal","rodentia","Mus minutoides",0.184,2.207
"mammals","eutherian mammal","rodentia","Mus musculoides",0.076,2.575
"mammals","eutherian mammal","rodentia","Mus musculus",0.439,14.715
"mammals","eutherian mammal","rodentia","Neofiber alleni",3.801,89.027
"mammals","eutherian mammal","rodentia","Neotoma cinerea",3.626,82.037
"mammals","eutherian mammal","rodentia","Neotoma floridana",3.537,54.078
"mammals","eutherian mammal","rodentia","Neotoma micropus",2.44,86.82
"mammals","eutherian mammal","rodentia","Notomys alexis",0.396,12.14
"mammals","eutherian mammal","rodentia","Notomys cervinus",0.347,5.518
"mammals","eutherian mammal","rodentia","Notomys mitchellii",0.546,6.622
"mammals","eutherian mammal","rodentia","Ochrotomys nuttalli",0.435,7.358
"mammals","eutherian mammal","rodentia","Oligoryzomys eliurus ",0.436,8.093
"mammals","eutherian mammal","rodentia","Ondatra zibethicus",9.649,298.718
"mammals","eutherian mammal","rodentia","Onychomys leucogaster",0.7,11.036
"mammals","eutherian mammal","rodentia","Onychomys torridus",0.159,8.829
"mammals","eutherian mammal","rodentia","Oryzomys palustris",0.664,21.705
"mammals","eutherian mammal","rodentia","Otomys irroratus",1.529,41.202
"mammals","eutherian mammal","rodentia","Ototylomys phyllotis",0.49,44.146
"mammals","eutherian mammal","rodentia","Paraxerus cepapi",2.358,81.301
"mammals","eutherian mammal","rodentia","Perognathus longimembris",0.225,2.943
"mammals","eutherian mammal","rodentia","Peromyscus californicus",0.685,16.922
"mammals","eutherian mammal","rodentia","Peromyscus eremicus",0.283,5.518
"mammals","eutherian mammal","rodentia","Peromyscus gossypinus",0.6,9.933
"mammals","eutherian mammal","rodentia","Peromyscus leucopus",0.386,8.461
"mammals","eutherian mammal","rodentia","Peromyscus maniculatus",0.352,6.622
"mammals","eutherian mammal","rodentia","Peromyscus maniculatus gracilis*",0.376,7.358
"mammals","eutherian mammal","rodentia","Peromyscus maniculatus labecula*",0.509,7.725
"mammals","eutherian mammal","rodentia","Peromyscus maniculatus nebrascensis*",0.369,6.99
"mammals","eutherian mammal","rodentia","Peromyscus maniculatus nubiterrae*",0.397,6.622
"mammals","eutherian mammal","rodentia","Peromyscus megalops",0.828,26.119
"mammals","eutherian mammal","rodentia","Peromyscus melanocarpus",0.645,22.809
"mammals","eutherian mammal","rodentia","Peromyscus mexicanus",0.849,23.912
"mammals","eutherian mammal","rodentia","Peromyscus oreas",0.332,6.622
